ided_ob_id,taxon,identification_reference,id_by,notes,percent_identity,date_identified,accession_number
8861,Saccharomycopsis sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8862,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8863,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8864,Raffaelea sp. 2,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8865,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8866,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8867,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8868,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8869,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8870,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8871,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8872,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8873,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8875,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8876,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8877,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8878,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8879,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8880,Raffaelea sp. 1,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8881,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8882,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8883,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8884,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8885,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8886,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8887,Starmera dryadoides,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8888,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8889,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8890,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8891,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8892,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8893,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8894,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8895,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8896,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8897,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8898,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8899,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8900,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8901,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8902,Raffaelea sp. 2,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8903,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8904,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8905,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8906,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8907,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8908,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8909,Raffaelea sp. 2,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8910,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8911,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8912,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8913,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8914,Ogataea sp. 2,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8915,Saccharomycopsis sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8916,Saccharomycopsis sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8917,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8918,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8919,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8920,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8921,Saccharomycopsis sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8924,Ogataea sp. 2,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8925,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8926,Harringtonia sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8928,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8929,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8933,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8934,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8935,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8936,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8938,Raffaelea sp. 2,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8939,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8940,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8922,Dipodascopsis sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8941,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8942,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8943,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8944,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8945,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8946,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8947,Saccharomycopsis sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8834,Ogataea sp. 2,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8927,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8932,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8948,Esteya sp. Hulcr 14639,,11,,0.9976,2023-05-01T00:00:00.000Z,LC363546
8949,Esteya sp. Hulcr 14639,,11,,0.9976,2023-05-01T00:00:00.000Z,LC363546
8950,Ceratocystiopsis lunata CMW 55897,,11,,0.9986,2023-05-01T00:00:00.000Z,NG_075394
8951,Raffaelea sulcati CBS 806.70,,11,,0.9876999999999999,2023-05-01T00:00:00.000Z,NG_064084
8952,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
8953,Raffaelea sulcati CBS 806.70,,11,,0.9884999999999999,2023-05-01T00:00:00.000Z,NG_064084
8954,Raffaelea sulcati CBS 806.70,,11,,0.9884999999999999,2023-05-01T00:00:00.000Z,NG_064084
8955,Raffaelea sulcati CBS 806.70,,11,,0.9876999999999999,2023-05-01T00:00:00.000Z,NG_064084
8956,Raffaelea sulcati CBS 806.70,,11,,0.9886,2023-05-01T00:00:00.000Z,NG_064084
8957,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
8958,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
8959,Sporothrix stylites CBS 118848,,11,,0.9887999999999999,2023-05-01T00:00:00.000Z,MH874594
8960,Raffaelea sulcati CBS 806.70,,11,,0.9886,2023-05-01T00:00:00.000Z,NG_064084
8961,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
8962,Raffaelea sulcati CBS 806.70,,11,,0.9886,2023-05-01T00:00:00.000Z,NG_064084
8963,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
8964,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
8965,Raffaelea sulcati CBS 806.70,,11,,0.985,2023-05-01T00:00:00.000Z,NG_064084
8966,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
8967,Raffaelea sulcati CBS 806.70,,11,,0.9876999999999999,2023-05-01T00:00:00.000Z,NG_064084
8968,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
8969,Raffaelea sulcati CBS 806.70,,11,,0.9878,2023-05-01T00:00:00.000Z,NG_064084
8970,Raffaelea sulcati CBS 806.70,,11,,0.9876999999999999,2023-05-01T00:00:00.000Z,NG_064084
8971,Raffaelea sulcati CBS 806.70,,11,,0.9886,2023-05-01T00:00:00.000Z,NG_064084
8972,Raffaelea sulcati CBS 806.70,,11,,0.9876999999999999,2023-05-01T00:00:00.000Z,NG_064084
8973,Ceratocystiopsis lunata CMW 55897,,11,,0.9986,2023-05-01T00:00:00.000Z,NG_075394
8974,Raffaelea sulcati CBS 806.70,,11,,0.9852,2023-05-01T00:00:00.000Z,NG_064084
8975,Ceratocystiopsis lunata CMW 55897,,11,,0.9986,2023-05-01T00:00:00.000Z,NG_075394
8976,Ceratocystiopsis lunata CMW 55897,,11,,0.9986,2023-05-01T00:00:00.000Z,NG_075394
8977,Raffaelea sulcati CBS 806.70,,11,,0.9884999999999999,2023-05-01T00:00:00.000Z,NG_064084
8978,Raffaelea sulcati CBS 806.70,,11,,0.9876999999999999,2023-05-01T00:00:00.000Z,NG_064084
8979,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
8980,Raffaelea sulcati CBS 806.70,,11,,0.9876999999999999,2023-05-01T00:00:00.000Z,NG_064084
8981,Raffaelea sulcati CBS 806.70,,11,,0.9884000000000001,2023-05-01T00:00:00.000Z,NG_064084
8982,Raffaelea sulcati CBS 806.70,,11,,0.9878,2023-05-01T00:00:00.000Z,NG_064084
8983,Raffaelea sulcati CBS 806.70,,11,,0.9882,2023-05-01T00:00:00.000Z,NG_064084
8984,Saccharomycopsis selenospora CBS 2562,,11,,0.9609000000000001,2023-05-01T00:00:00.000Z,NG_058393
8985,Raffaelea sulcati CBS 806.70,,11,,0.9884000000000001,2023-05-01T00:00:00.000Z,NG_064084
8986,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
8987,Raffaelea sulcati CBS 806.70,,11,,0.9854999999999999,2023-05-01T00:00:00.000Z,NG_064084
8988,Raffaelea lauricola CBS 121567,,11,,0.9697,2023-05-01T00:00:00.000Z,NG_058027
8989,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
8990,Ceratocystiopsis lunata CMW 55897,,11,,0.9986,2023-05-01T00:00:00.000Z,NG_075394
8991,Ceratocystiopsis lunata CMW 55897,,11,,0.9986,2023-05-01T00:00:00.000Z,NG_075394
8992,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
8993,Raffaelea lauricola CBS 121567,,11,,0.94,2023-05-01T00:00:00.000Z,NG_058027
8994,Raffaelea sulcati CBS 806.70,,11,,0.9876999999999999,2023-05-01T00:00:00.000Z,NG_064084
8995,Raffaelea sulcati CBS 806.70,,11,,0.9876999999999999,2023-05-01T00:00:00.000Z,NG_064084
8996,Sporothrix splendens CBS 557.92,,11,,0.9499,2023-05-01T00:00:00.000Z,NG_064164
8997,Raffaelea sulcati CBS 806.70,,11,,0.9878,2023-05-01T00:00:00.000Z,NG_064084
8998,Raffaelea arxii CBS 273.70,,11,,0.9539,2023-05-01T00:00:00.000Z,NG_074465
8999,Raffaelea sulcati CBS 806.70,,11,,0.9876999999999999,2023-05-01T00:00:00.000Z,NG_064084
9000,Raffaelea sulcati CBS 806.70,,11,,0.9884000000000001,2023-05-01T00:00:00.000Z,NG_064084
9001,Raffaelea quercus-mongolicae KACC 44405 ,,11,,0.9538,2023-05-01T00:00:00.000Z,NG_074466
9002,Raffaelea quercus-mongolicae KACC 44405 ,,11,,0.9531999999999999,2023-05-01T00:00:00.000Z,NG_074466
9003,Ceratocystiopsis lunata CMW 55897,,11,,1,2023-05-01T00:00:00.000Z,NG_075394
9004,Raffaelea lauricola CBS 121567,,11,,0.9453,2023-05-01T00:00:00.000Z,NG_058027
9005,Raffaelea lauricola CBS 121567,,11,,0.9412,2023-05-01T00:00:00.000Z,NG_058027
9006,Candida oregonensis CBS 5036,,11,,0.8687999999999999,2023-05-01T00:00:00.000Z,KY106624
9007,Starmera dryadoides NRRL Y-10990,,11,,0.9347,2023-05-01T00:00:00.000Z,EF550290
9008,Starmera dryadoides NRRL Y-10990,,11,,0.9347,2023-05-01T00:00:00.000Z,EF550290
9009,Ambrosiozyma monospora NRRL Y-1484,,11,,0.9976999999999999,2023-05-01T00:00:00.000Z,NG_055195
9010,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
9011,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
9012,Ogataea zsoltii CBS 9262,,11,,0.97,2023-05-01T00:00:00.000Z,KY108723
9013,Ambrosiozyma monospora NRRL Y-1484,,11,,0.9976999999999999,2023-05-01T00:00:00.000Z,NG_055195
9014,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
9015,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
9016,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
9017,Sporothrix splendens CBS 557.92,,11,,0.9499,2023-05-01T00:00:00.000Z,NG_064164
9018,Ambrosiozyma monospora NRRL Y-1484,,11,,0.9976999999999999,2023-05-01T00:00:00.000Z,NG_055195
9019,Sporothrix splendens CBS 557.92,,11,,0.9498000000000001,2023-05-01T00:00:00.000Z,NG_064164
9020,Ambrosiozyma monospora NRRL Y-1484,,11,,0.9976999999999999,2023-05-01T00:00:00.000Z,NG_055195
9021,Raffaelea arxii CBS 273.70,,11,,0.9582999999999999,2023-05-01T00:00:00.000Z,NG_074465
9022,Raffaelea arxii CBS 273.70,,11,,0.9582999999999999,2023-05-01T00:00:00.000Z,NG_074465
9023,Saccharomycopsis selenospora CBS 2562,,11,,0.9618000000000001,2023-05-01T00:00:00.000Z,NG_058393
9024,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
9025,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
9026,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
9027,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
9028,Raffaelea santoroi CBS 399.67,,11,,0.9537,2023-05-01T00:00:00.000Z,NG_064067
9029,Raffaelea arxii CBS 273.70,,11,,0.9582999999999999,2023-05-01T00:00:00.000Z,NG_074465
9030,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
9031,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
9032,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
9033,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
9034,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
9035,Saccharomycopsis selenospora CBS 2562,,11,,0.9618000000000001,2023-05-01T00:00:00.000Z,NG_058393
9036,Raffaelea sulcati CBS 806.70,,11,,0.9878,2023-05-01T00:00:00.000Z,NG_064084
9037,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
9038,Raffaelea santoroi CBS 399.67,,11,,0.9537,2023-05-01T00:00:00.000Z,NG_064067
9039,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
9040,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
9041,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
9042,Starmera dryadoides NRRL Y-10990,,11,,0.9347,2023-05-01T00:00:00.000Z,EF550290
9043,Sporothrix splendens CBS 557.92,,11,,0.9498000000000001,2023-05-01T00:00:00.000Z,NG_064164
9044,Sporothrix splendens CBS 557.92,,11,,0.9498000000000001,2023-05-01T00:00:00.000Z,NG_064164
9045,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
9046,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
9047,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
9048,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
9049,Sporothrix splendens CBS 557.92,,11,,0.9495,2023-05-01T00:00:00.000Z,NG_064164
9050,Sporothrix splendens CBS 557.92,,11,,0.9487000000000001,2023-05-01T00:00:00.000Z,NG_064164
9051,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
